key_norm,key_type,raw_value,source
T-306.798.787-1,iswc,T-306.798.787-1,OBRAS/FONOGRAMAS/Eligible
T-306.798.794-0,iswc,T-306.798.794-0,OBRAS/FONOGRAMAS/Eligible
T-306.798.799-5,iswc,T-306.798.799-5,OBRAS/FONOGRAMAS/Eligible
T-306.799.373-7,iswc,T-306.799.373-7,OBRAS/FONOGRAMAS/Eligible
T-306.799.377-1,iswc,T-306.799.377-1,OBRAS/FONOGRAMAS/Eligible
T-306.799.455-8,iswc,T-306.799.455-8,OBRAS/FONOGRAMAS/Eligible
T-306.799.460-5,iswc,T-306.799.460-5,OBRAS/FONOGRAMAS/Eligible
T-306.799.463-8,iswc,T-306.799.463-8,OBRAS/FONOGRAMAS/Eligible
T-306.799.467-2,iswc,T-306.799.467-2,OBRAS/FONOGRAMAS/Eligible
T-306.799.477-4,iswc,T-306.799.477-4,OBRAS/FONOGRAMAS/Eligible
T-306.799.480-9,iswc,T-306.799.480-9,OBRAS/FONOGRAMAS/Eligible
T-306.799.512-0,iswc,T-306.799.512-0,OBRAS/FONOGRAMAS/Eligible
T-306.799.988-2,iswc,T-306.799.988-2,OBRAS/FONOGRAMAS/Eligible
T-306.800.320-9,iswc,T-306.800.320-9,OBRAS/FONOGRAMAS/Eligible
T-306.800.348-1,iswc,T-306.800.348-1,OBRAS/FONOGRAMAS/Eligible
T-306.800.355-0,iswc,T-306.800.355-0,OBRAS/FONOGRAMAS/Eligible
T-306.800.360-7,iswc,T-306.800.360-7,OBRAS/FONOGRAMAS/Eligible
T-306.800.362-9,iswc,T-306.800.362-9,OBRAS/FONOGRAMAS/Eligible
T-306.800.366-3,iswc,T-306.800.366-3,OBRAS/FONOGRAMAS/Eligible
T-306.800.369-6,iswc,T-306.800.369-6,OBRAS/FONOGRAMAS/Eligible
T-306.800.372-1,iswc,T-306.800.372-1,OBRAS/FONOGRAMAS/Eligible
T-306.800.378-7,iswc,T-306.800.378-7,OBRAS/FONOGRAMAS/Eligible
T-306.800.381-2,iswc,T-306.800.381-2,OBRAS/FONOGRAMAS/Eligible
T-306.800.385-6,iswc,T-306.800.385-6,OBRAS/FONOGRAMAS/Eligible
T-306.800.386-7,iswc,T-306.800.386-7,OBRAS/FONOGRAMAS/Eligible
T-306.800.390-3,iswc,T-306.800.390-3,OBRAS/FONOGRAMAS/Eligible
T-306.800.391-4,iswc,T-306.800.391-4,OBRAS/FONOGRAMAS/Eligible
T-306.800.394-7,iswc,T-306.800.394-7,OBRAS/FONOGRAMAS/Eligible
T-306.800.395-8,iswc,T-306.800.395-8,OBRAS/FONOGRAMAS/Eligible
T-306.800.397-0,iswc,T-306.800.397-0,OBRAS/FONOGRAMAS/Eligible
T-306.800.398-1,iswc,T-306.800.398-1,OBRAS/FONOGRAMAS/Eligible
T-306.800.402-0,iswc,T-306.800.402-0,OBRAS/FONOGRAMAS/Eligible
T-306.800.597-6,iswc,T-306.800.597-6,OBRAS/FONOGRAMAS/Eligible
T-306.800.604-8,iswc,T-306.800.604-8,OBRAS/FONOGRAMAS/Eligible
T-306.800.609-3,iswc,T-306.800.609-3,OBRAS/FONOGRAMAS/Eligible
T-306.801.270-0,iswc,T-306.801.270-0,OBRAS/FONOGRAMAS/Eligible
T-306.801.409-1,iswc,T-306.801.409-1,OBRAS/FONOGRAMAS/Eligible
T-306.802.382-1,iswc,T-306.802.382-1,OBRAS/FONOGRAMAS/Eligible
T-306.802.807-5,iswc,T-306.802.807-5,OBRAS/FONOGRAMAS/Eligible
T-306.802.837-1,iswc,T-306.802.837-1,OBRAS/FONOGRAMAS/Eligible
T-306.802.963-6,iswc,T-306.802.963-6,OBRAS/FONOGRAMAS/Eligible
T-306.802.964-7,iswc,T-306.802.964-7,OBRAS/FONOGRAMAS/Eligible
T-306.802.965-8,iswc,T-306.802.965-8,OBRAS/FONOGRAMAS/Eligible
T-306.802.988-5,iswc,T-306.802.988-5,OBRAS/FONOGRAMAS/Eligible
T-306.802.989-6,iswc,T-306.802.989-6,OBRAS/FONOGRAMAS/Eligible
T-306.803.048-4,iswc,T-306.803.048-4,OBRAS/FONOGRAMAS/Eligible
T-306.803.071-3,iswc,T-306.803.071-3,OBRAS/FONOGRAMAS/Eligible
T-306.803.764-5,iswc,T-306.803.764-5,OBRAS/FONOGRAMAS/Eligible
T-306.803.784-9,iswc,T-306.803.784-9,OBRAS/FONOGRAMAS/Eligible
T-306.803.813-7,iswc,T-306.803.813-7,OBRAS/FONOGRAMAS/Eligible
T-306.803.836-4,iswc,T-306.803.836-4,OBRAS/FONOGRAMAS/Eligible
T-306.803.852-4,iswc,T-306.803.852-4,OBRAS/FONOGRAMAS/Eligible
T-306.855.597-1,iswc,T-306.855.597-1,OBRAS/FONOGRAMAS/Eligible
T-306.855.599-3,iswc,T-306.855.599-3,OBRAS/FONOGRAMAS/Eligible
T-306.855.662-3,iswc,T-306.855.662-3,OBRAS/FONOGRAMAS/Eligible
T-306.855.664-5,iswc,T-306.855.664-5,OBRAS/FONOGRAMAS/Eligible
T-306.855.668-9,iswc,T-306.855.668-9,OBRAS/FONOGRAMAS/Eligible
T-306.855.671-4,iswc,T-306.855.671-4,OBRAS/FONOGRAMAS/Eligible
T-306.855.676-9,iswc,T-306.855.676-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.381-1,iswc,T-306.856.381-1,OBRAS/FONOGRAMAS/Eligible
T-306.856.386-6,iswc,T-306.856.386-6,OBRAS/FONOGRAMAS/Eligible
T-306.856.393-5,iswc,T-306.856.393-5,OBRAS/FONOGRAMAS/Eligible
T-306.856.399-1,iswc,T-306.856.399-1,OBRAS/FONOGRAMAS/Eligible
T-306.856.405-2,iswc,T-306.856.405-2,OBRAS/FONOGRAMAS/Eligible
T-306.856.410-9,iswc,T-306.856.410-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.414-3,iswc,T-306.856.414-3,OBRAS/FONOGRAMAS/Eligible
T-306.856.422-3,iswc,T-306.856.422-3,OBRAS/FONOGRAMAS/Eligible
T-306.856.427-8,iswc,T-306.856.427-8,OBRAS/FONOGRAMAS/Eligible
T-306.856.431-4,iswc,T-306.856.431-4,OBRAS/FONOGRAMAS/Eligible
T-306.856.447-2,iswc,T-306.856.447-2,OBRAS/FONOGRAMAS/Eligible
T-306.856.450-7,iswc,T-306.856.450-7,OBRAS/FONOGRAMAS/Eligible
T-306.856.453-0,iswc,T-306.856.453-0,OBRAS/FONOGRAMAS/Eligible
T-306.856.460-9,iswc,T-306.856.460-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.485-8,iswc,T-306.856.485-8,OBRAS/FONOGRAMAS/Eligible
T-306.856.495-0,iswc,T-306.856.495-0,OBRAS/FONOGRAMAS/Eligible
T-306.856.497-2,iswc,T-306.856.497-2,OBRAS/FONOGRAMAS/Eligible
T-306.856.502-2,iswc,T-306.856.502-2,OBRAS/FONOGRAMAS/Eligible
T-306.856.509-9,iswc,T-306.856.509-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.513-5,iswc,T-306.856.513-5,OBRAS/FONOGRAMAS/Eligible
T-306.856.515-7,iswc,T-306.856.515-7,OBRAS/FONOGRAMAS/Eligible
T-306.856.518-0,iswc,T-306.856.518-0,OBRAS/FONOGRAMAS/Eligible
T-306.856.519-1,iswc,T-306.856.519-1,OBRAS/FONOGRAMAS/Eligible
T-306.856.522-6,iswc,T-306.856.522-6,OBRAS/FONOGRAMAS/Eligible
T-306.856.525-9,iswc,T-306.856.525-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.529-3,iswc,T-306.856.529-3,OBRAS/FONOGRAMAS/Eligible
T-306.856.579-3,iswc,T-306.856.579-3,OBRAS/FONOGRAMAS/Eligible
T-306.856.759-5,iswc,T-306.856.759-5,OBRAS/FONOGRAMAS/Eligible
T-306.856.832-7,iswc,T-306.856.832-7,OBRAS/FONOGRAMAS/Eligible
T-306.856.836-1,iswc,T-306.856.836-1,OBRAS/FONOGRAMAS/Eligible
T-306.856.840-7,iswc,T-306.856.840-7,OBRAS/FONOGRAMAS/Eligible
T-306.856.899-6,iswc,T-306.856.899-6,OBRAS/FONOGRAMAS/Eligible
T-306.856.949-9,iswc,T-306.856.949-9,OBRAS/FONOGRAMAS/Eligible
T-306.856.953-5,iswc,T-306.856.953-5,OBRAS/FONOGRAMAS/Eligible
T-306.856.956-8,iswc,T-306.856.956-8,OBRAS/FONOGRAMAS/Eligible
T-306.856.959-1,iswc,T-306.856.959-1,OBRAS/FONOGRAMAS/Eligible
T-306.857.022-5,iswc,T-306.857.022-5,OBRAS/FONOGRAMAS/Eligible
T-306.859.215-0,iswc,T-306.859.215-0,OBRAS/FONOGRAMAS/Eligible
T-306.925.931-6,iswc,T-306.925.931-6,OBRAS/FONOGRAMAS/Eligible
T-306.925.932-7,iswc,T-306.925.932-7,OBRAS/FONOGRAMAS/Eligible
T-306.925.933-8,iswc,T-306.925.933-8,OBRAS/FONOGRAMAS/Eligible
T-306.925.944-1,iswc,T-306.925.944-1,OBRAS/FONOGRAMAS/Eligible
T-306.925.945-2,iswc,T-306.925.945-2,OBRAS/FONOGRAMAS/Eligible
T-306.925.946-3,iswc,T-306.925.946-3,OBRAS/FONOGRAMAS/Eligible
T-306.925.947-4,iswc,T-306.925.947-4,OBRAS/FONOGRAMAS/Eligible
T-306.925.948-5,iswc,T-306.925.948-5,OBRAS/FONOGRAMAS/Eligible
T-306.925.949-6,iswc,T-306.925.949-6,OBRAS/FONOGRAMAS/Eligible
T-306.925.950-9,iswc,T-306.925.950-9,OBRAS/FONOGRAMAS/Eligible
T-306.925.951-0,iswc,T-306.925.951-0,OBRAS/FONOGRAMAS/Eligible
T-306.925.952-1,iswc,T-306.925.952-1,OBRAS/FONOGRAMAS/Eligible
T-306.925.953-2,iswc,T-306.925.953-2,OBRAS/FONOGRAMAS/Eligible
T-306.925.954-3,iswc,T-306.925.954-3,OBRAS/FONOGRAMAS/Eligible
T-306.925.955-4,iswc,T-306.925.955-4,OBRAS/FONOGRAMAS/Eligible
T-306.925.956-5,iswc,T-306.925.956-5,OBRAS/FONOGRAMAS/Eligible
T-306.925.957-6,iswc,T-306.925.957-6,OBRAS/FONOGRAMAS/Eligible
T-306.925.959-8,iswc,T-306.925.959-8,OBRAS/FONOGRAMAS/Eligible
T-306.926.933-2,iswc,T-306.926.933-2,OBRAS/FONOGRAMAS/Eligible
T-306.926.934-3,iswc,T-306.926.934-3,OBRAS/FONOGRAMAS/Eligible
T-306.926.935-4,iswc,T-306.926.935-4,OBRAS/FONOGRAMAS/Eligible
T-306.926.948-9,iswc,T-306.926.948-9,OBRAS/FONOGRAMAS/Eligible
T-306.926.949-0,iswc,T-306.926.949-0,OBRAS/FONOGRAMAS/Eligible
T-306.926.950-3,iswc,T-306.926.950-3,OBRAS/FONOGRAMAS/Eligible
T-306.926.951-4,iswc,T-306.926.951-4,OBRAS/FONOGRAMAS/Eligible
T-306.926.952-5,iswc,T-306.926.952-5,OBRAS/FONOGRAMAS/Eligible
T-306.926.953-6,iswc,T-306.926.953-6,OBRAS/FONOGRAMAS/Eligible
T-306.926.954-7,iswc,T-306.926.954-7,OBRAS/FONOGRAMAS/Eligible
T-306.926.955-8,iswc,T-306.926.955-8,OBRAS/FONOGRAMAS/Eligible
T-306.926.956-9,iswc,T-306.926.956-9,OBRAS/FONOGRAMAS/Eligible
T-306.926.957-0,iswc,T-306.926.957-0,OBRAS/FONOGRAMAS/Eligible
T-306.926.958-1,iswc,T-306.926.958-1,OBRAS/FONOGRAMAS/Eligible
T-306.926.959-2,iswc,T-306.926.959-2,OBRAS/FONOGRAMAS/Eligible
T-306.926.960-5,iswc,T-306.926.960-5,OBRAS/FONOGRAMAS/Eligible
T-306.926.961-6,iswc,T-306.926.961-6,OBRAS/FONOGRAMAS/Eligible
T-306.926.962-7,iswc,T-306.926.962-7,OBRAS/FONOGRAMAS/Eligible
T-306.927.716-9,iswc,T-306.927.716-9,OBRAS/FONOGRAMAS/Eligible
T-306.928.331-0,iswc,T-306.928.331-0,OBRAS/FONOGRAMAS/Eligible
T-306.928.538-3,iswc,T-306.928.538-3,OBRAS/FONOGRAMAS/Eligible
T-306.928.540-7,iswc,T-306.928.540-7,OBRAS/FONOGRAMAS/Eligible
T-306.928.541-8,iswc,T-306.928.541-8,OBRAS/FONOGRAMAS/Eligible
T-306.928.542-9,iswc,T-306.928.542-9,OBRAS/FONOGRAMAS/Eligible
T-306.928.543-0,iswc,T-306.928.543-0,OBRAS/FONOGRAMAS/Eligible
T-306.928.545-2,iswc,T-306.928.545-2,OBRAS/FONOGRAMAS/Eligible
T-306.928.546-3,iswc,T-306.928.546-3,OBRAS/FONOGRAMAS/Eligible
T-306.928.547-4,iswc,T-306.928.547-4,OBRAS/FONOGRAMAS/Eligible
T-306.928.548-5,iswc,T-306.928.548-5,OBRAS/FONOGRAMAS/Eligible
T-306.928.549-6,iswc,T-306.928.549-6,OBRAS/FONOGRAMAS/Eligible
T-306.928.551-0,iswc,T-306.928.551-0,OBRAS/FONOGRAMAS/Eligible
T-306.928.552-1,iswc,T-306.928.552-1,OBRAS/FONOGRAMAS/Eligible
T-306.928.553-2,iswc,T-306.928.553-2,OBRAS/FONOGRAMAS/Eligible
T-306.928.554-3,iswc,T-306.928.554-3,OBRAS/FONOGRAMAS/Eligible
T-306.928.556-5,iswc,T-306.928.556-5,OBRAS/FONOGRAMAS/Eligible
T-306.928.558-7,iswc,T-306.928.558-7,OBRAS/FONOGRAMAS/Eligible
T-306.928.561-2,iswc,T-306.928.561-2,OBRAS/FONOGRAMAS/Eligible
T-306.928.562-3,iswc,T-306.928.562-3,OBRAS/FONOGRAMAS/Eligible
T-306.928.598-5,iswc,T-306.928.598-5,OBRAS/FONOGRAMAS/Eligible
T-306.928.602-4,iswc,T-306.928.602-4,OBRAS/FONOGRAMAS/Eligible
T-306.928.607-9,iswc,T-306.928.607-9,OBRAS/FONOGRAMAS/Eligible
T-306.928.612-6,iswc,T-306.928.612-6,OBRAS/FONOGRAMAS/Eligible
T-306.929.051-9,iswc,T-306.929.051-9,OBRAS/FONOGRAMAS/Eligible
T-306.929.054-2,iswc,T-306.929.054-2,OBRAS/FONOGRAMAS/Eligible
T-306.929.056-4,iswc,T-306.929.056-4,OBRAS/FONOGRAMAS/Eligible
T-306.929.058-6,iswc,T-306.929.058-6,OBRAS/FONOGRAMAS/Eligible
T-306.929.974-3,iswc,T-306.929.974-3,OBRAS/FONOGRAMAS/Eligible
T-306.930.933-3,iswc,T-306.930.933-3,OBRAS/FONOGRAMAS/Eligible
T-306.930.944-6,iswc,T-306.930.944-6,OBRAS/FONOGRAMAS/Eligible
T-306.930.945-7,iswc,T-306.930.945-7,OBRAS/FONOGRAMAS/Eligible
T-307.003.170-4,iswc,T-307.003.170-4,OBRAS/FONOGRAMAS/Eligible
T-307.003.172-6,iswc,T-307.003.172-6,OBRAS/FONOGRAMAS/Eligible
T-307.003.173-7,iswc,T-307.003.173-7,OBRAS/FONOGRAMAS/Eligible
T-307.003.174-8,iswc,T-307.003.174-8,OBRAS/FONOGRAMAS/Eligible
T-307.003.175-9,iswc,T-307.003.175-9,OBRAS/FONOGRAMAS/Eligible
T-307.003.177-1,iswc,T-307.003.177-1,OBRAS/FONOGRAMAS/Eligible
T-307.003.179-3,iswc,T-307.003.179-3,OBRAS/FONOGRAMAS/Eligible
T-307.003.180-6,iswc,T-307.003.180-6,OBRAS/FONOGRAMAS/Eligible
T-307.003.181-7,iswc,T-307.003.181-7,OBRAS/FONOGRAMAS/Eligible
T-307.003.182-8,iswc,T-307.003.182-8,OBRAS/FONOGRAMAS/Eligible
T-307.003.183-9,iswc,T-307.003.183-9,OBRAS/FONOGRAMAS/Eligible
T-307.003.184-0,iswc,T-307.003.184-0,OBRAS/FONOGRAMAS/Eligible
T-307.003.269-4,iswc,T-307.003.269-4,OBRAS/FONOGRAMAS/Eligible
T-307.003.482-7,iswc,T-307.003.482-7,OBRAS/FONOGRAMAS/Eligible
T-307.003.484-9,iswc,T-307.003.484-9,OBRAS/FONOGRAMAS/Eligible
T-307.003.485-0,iswc,T-307.003.485-0,OBRAS/FONOGRAMAS/Eligible
T-307.003.487-2,iswc,T-307.003.487-2,OBRAS/FONOGRAMAS/Eligible
T-307.003.749-5,iswc,T-307.003.749-5,OBRAS/FONOGRAMAS/Eligible
T-307.003.750-8,iswc,T-307.003.750-8,OBRAS/FONOGRAMAS/Eligible
T-307.004.750-2,iswc,T-307.004.750-2,OBRAS/FONOGRAMAS/Eligible
T-307.004.953-1,iswc,T-307.004.953-1,OBRAS/FONOGRAMAS/Eligible
T-307.004.955-3,iswc,T-307.004.955-3,OBRAS/FONOGRAMAS/Eligible
T-307.004.957-5,iswc,T-307.004.957-5,OBRAS/FONOGRAMAS/Eligible
T-307.004.959-7,iswc,T-307.004.959-7,OBRAS/FONOGRAMAS/Eligible
T-307.004.963-3,iswc,T-307.004.963-3,OBRAS/FONOGRAMAS/Eligible
T-307.006.299-2,iswc,T-307.006.299-2,OBRAS/FONOGRAMAS/Eligible
T-307.006.301-9,iswc,T-307.006.301-9,OBRAS/FONOGRAMAS/Eligible
T-307.006.304-2,iswc,T-307.006.304-2,OBRAS/FONOGRAMAS/Eligible
T-307.006.685-8,iswc,T-307.006.685-8,OBRAS/FONOGRAMAS/Eligible
T-307.006.688-1,iswc,T-307.006.688-1,OBRAS/FONOGRAMAS/Eligible
T-307.006.690-5,iswc,T-307.006.690-5,OBRAS/FONOGRAMAS/Eligible
T-307.006.698-3,iswc,T-307.006.698-3,OBRAS/FONOGRAMAS/Eligible
T-307.006.701-1,iswc,T-307.006.701-1,OBRAS/FONOGRAMAS/Eligible
T-307.006.704-4,iswc,T-307.006.704-4,OBRAS/FONOGRAMAS/Eligible
T-307.007.147-1,iswc,T-307.007.147-1,OBRAS/FONOGRAMAS/Eligible
T-307.118.165-8,iswc,T-307.118.165-8,OBRAS/FONOGRAMAS/Eligible
T-307.118.349-4,iswc,T-307.118.349-4,OBRAS/FONOGRAMAS/Eligible
T-307.118.350-7,iswc,T-307.118.350-7,OBRAS/FONOGRAMAS/Eligible
T-307.118.519-4,iswc,T-307.118.519-4,OBRAS/FONOGRAMAS/Eligible
T-307.119.778-5,iswc,T-307.119.778-5,OBRAS/FONOGRAMAS/Eligible
T-307.199.482-2,iswc,T-307.199.482-2,OBRAS/FONOGRAMAS/Eligible
T-307.199.516-5,iswc,T-307.199.516-5,OBRAS/FONOGRAMAS/Eligible
T-307.199.526-7,iswc,T-307.199.526-7,OBRAS/FONOGRAMAS/Eligible
T-307.201.054-5,iswc,T-307.201.054-5,OBRAS/FONOGRAMAS/Eligible
T-307.201.193-5,iswc,T-307.201.193-5,OBRAS/FONOGRAMAS/Eligible
T-307.201.199-1,iswc,T-307.201.199-1,OBRAS/FONOGRAMAS/Eligible
T-307.201.227-8,iswc,T-307.201.227-8,OBRAS/FONOGRAMAS/Eligible
T-307.201.229-0,iswc,T-307.201.229-0,OBRAS/FONOGRAMAS/Eligible
T-307.201.818-5,iswc,T-307.201.818-5,OBRAS/FONOGRAMAS/Eligible
T-307.202.252-3,iswc,T-307.202.252-3,OBRAS/FONOGRAMAS/Eligible
T-307.202.283-0,iswc,T-307.202.283-0,OBRAS/FONOGRAMAS/Eligible
T-307.297.645-1,iswc,T-307.297.645-1,OBRAS/FONOGRAMAS/Eligible
T-307.297.647-3,iswc,T-307.297.647-3,OBRAS/FONOGRAMAS/Eligible
T-307.297.648-4,iswc,T-307.297.648-4,OBRAS/FONOGRAMAS/Eligible
T-307.297.649-5,iswc,T-307.297.649-5,OBRAS/FONOGRAMAS/Eligible
T-307.297.651-9,iswc,T-307.297.651-9,OBRAS/FONOGRAMAS/Eligible
T-307.297.652-0,iswc,T-307.297.652-0,OBRAS/FONOGRAMAS/Eligible
T-307.297.663-3,iswc,T-307.297.663-3,OBRAS/FONOGRAMAS/Eligible
T-307.297.664-4,iswc,T-307.297.664-4,OBRAS/FONOGRAMAS/Eligible
T-307.297.665-5,iswc,T-307.297.665-5,OBRAS/FONOGRAMAS/Eligible
T-307.297.788-5,iswc,T-307.297.788-5,OBRAS/FONOGRAMAS/Eligible
T-307.298.700-5,iswc,T-307.298.700-5,OBRAS/FONOGRAMAS/Eligible
T-307.298.701-6,iswc,T-307.298.701-6,OBRAS/FONOGRAMAS/Eligible
T-307.298.906-7,iswc,T-307.298.906-7,OBRAS/FONOGRAMAS/Eligible
T-307.298.907-8,iswc,T-307.298.907-8,OBRAS/FONOGRAMAS/Eligible
T-307.298.908-9,iswc,T-307.298.908-9,OBRAS/FONOGRAMAS/Eligible
T-307.298.909-0,iswc,T-307.298.909-0,OBRAS/FONOGRAMAS/Eligible
T-307.298.911-4,iswc,T-307.298.911-4,OBRAS/FONOGRAMAS/Eligible
T-307.298.912-5,iswc,T-307.298.912-5,OBRAS/FONOGRAMAS/Eligible
T-307.298.913-6,iswc,T-307.298.913-6,OBRAS/FONOGRAMAS/Eligible
T-307.298.914-7,iswc,T-307.298.914-7,OBRAS/FONOGRAMAS/Eligible
T-307.298.915-8,iswc,T-307.298.915-8,OBRAS/FONOGRAMAS/Eligible
T-307.298.916-9,iswc,T-307.298.916-9,OBRAS/FONOGRAMAS/Eligible
T-307.298.917-0,iswc,T-307.298.917-0,OBRAS/FONOGRAMAS/Eligible
T-307.298.918-1,iswc,T-307.298.918-1,OBRAS/FONOGRAMAS/Eligible
T-307.299.068-8,iswc,T-307.299.068-8,OBRAS/FONOGRAMAS/Eligible
T-307.299.247-9,iswc,T-307.299.247-9,OBRAS/FONOGRAMAS/Eligible
T-307.299.264-0,iswc,T-307.299.264-0,OBRAS/FONOGRAMAS/Eligible
T-307.360.372-8,iswc,T-307.360.372-8,OBRAS/FONOGRAMAS/Eligible
T-307.361.334-6,iswc,T-307.361.334-6,OBRAS/FONOGRAMAS/Eligible
T-307.361.339-1,iswc,T-307.361.339-1,OBRAS/FONOGRAMAS/Eligible
T-307.362.030-7,iswc,T-307.362.030-7,OBRAS/FONOGRAMAS/Eligible
T-307.362.032-9,iswc,T-307.362.032-9,OBRAS/FONOGRAMAS/Eligible
T-307.362.033-0,iswc,T-307.362.033-0,OBRAS/FONOGRAMAS/Eligible
T-307.362.034-1,iswc,T-307.362.034-1,OBRAS/FONOGRAMAS/Eligible
T-307.362.042-1,iswc,T-307.362.042-1,OBRAS/FONOGRAMAS/Eligible
T-307.362.044-3,iswc,T-307.362.044-3,OBRAS/FONOGRAMAS/Eligible
T-307.362.047-6,iswc,T-307.362.047-6,OBRAS/FONOGRAMAS/Eligible
T-307.362.197-9,iswc,T-307.362.197-9,OBRAS/FONOGRAMAS/Eligible
T-307.362.267-6,iswc,T-307.362.267-6,OBRAS/FONOGRAMAS/Eligible
T-307.415.897-3,iswc,T-307.415.897-3,OBRAS/FONOGRAMAS/Eligible
T-307.415.989-6,iswc,T-307.415.989-6,OBRAS/FONOGRAMAS/Eligible
T-307.416.481-7,iswc,T-307.416.481-7,OBRAS/FONOGRAMAS/Eligible
T-307.416.492-0,iswc,T-307.416.492-0,OBRAS/FONOGRAMAS/Eligible
T-307.416.496-4,iswc,T-307.416.496-4,OBRAS/FONOGRAMAS/Eligible
T-307.416.500-3,iswc,T-307.416.500-3,OBRAS/FONOGRAMAS/Eligible
T-307.416.502-5,iswc,T-307.416.502-5,OBRAS/FONOGRAMAS/Eligible
T-307.416.503-6,iswc,T-307.416.503-6,OBRAS/FONOGRAMAS/Eligible
T-307.416.505-8,iswc,T-307.416.505-8,OBRAS/FONOGRAMAS/Eligible
T-307.416.506-9,iswc,T-307.416.506-9,OBRAS/FONOGRAMAS/Eligible
T-307.416.509-2,iswc,T-307.416.509-2,OBRAS/FONOGRAMAS/Eligible
T-307.416.510-5,iswc,T-307.416.510-5,OBRAS/FONOGRAMAS/Eligible
T-307.416.515-0,iswc,T-307.416.515-0,OBRAS/FONOGRAMAS/Eligible
T-307.417.113-0,iswc,T-307.417.113-0,OBRAS/FONOGRAMAS/Eligible
T-307.418.123-6,iswc,T-307.418.123-6,OBRAS/FONOGRAMAS/Eligible
T-307.418.130-5,iswc,T-307.418.130-5,OBRAS/FONOGRAMAS/Eligible
T-307.418.136-1,iswc,T-307.418.136-1,OBRAS/FONOGRAMAS/Eligible
T-307.418.154-3,iswc,T-307.418.154-3,OBRAS/FONOGRAMAS/Eligible
T-307.418.161-2,iswc,T-307.418.161-2,OBRAS/FONOGRAMAS/Eligible
T-307.418.165-6,iswc,T-307.418.165-6,OBRAS/FONOGRAMAS/Eligible
T-307.418.166-7,iswc,T-307.418.166-7,OBRAS/FONOGRAMAS/Eligible
T-307.418.170-3,iswc,T-307.418.170-3,OBRAS/FONOGRAMAS/Eligible
T-307.418.171-4,iswc,T-307.418.171-4,OBRAS/FONOGRAMAS/Eligible
T-307.418.175-8,iswc,T-307.418.175-8,OBRAS/FONOGRAMAS/Eligible
T-307.418.234-2,iswc,T-307.418.234-2,OBRAS/FONOGRAMAS/Eligible
T-307.418.982-1,iswc,T-307.418.982-1,OBRAS/FONOGRAMAS/Eligible
T-307.419.604-2,iswc,T-307.419.604-2,OBRAS/FONOGRAMAS/Eligible
T-307.514.196-3,iswc,T-307.514.196-3,OBRAS/FONOGRAMAS/Eligible
T-307.516.262-4,iswc,T-307.516.262-4,OBRAS/FONOGRAMAS/Eligible
T-307.516.279-3,iswc,T-307.516.279-3,OBRAS/FONOGRAMAS/Eligible
T-307.524.989-3,iswc,T-307.524.989-3,OBRAS/FONOGRAMAS/Eligible
T-307.587.330-8,iswc,T-307.587.330-8,OBRAS/FONOGRAMAS/Eligible
T-307.587.838-1,iswc,T-307.587.838-1,OBRAS/FONOGRAMAS/Eligible
T-307.588.095-0,iswc,T-307.588.095-0,OBRAS/FONOGRAMAS/Eligible
T-307.589.922-4,iswc,T-307.589.922-4,OBRAS/FONOGRAMAS/Eligible
T-307.590.893-5,iswc,T-307.590.893-5,OBRAS/FONOGRAMAS/Eligible
T-307.593.574-5,iswc,T-307.593.574-5,OBRAS/FONOGRAMAS/Eligible
T-307.815.071-3,iswc,T-307.815.071-3,OBRAS/FONOGRAMAS/Eligible
T-308.112.135-5,iswc,T-308.112.135-5,OBRAS/FONOGRAMAS/Eligible
T-308.112.919-9,iswc,T-308.112.919-9,OBRAS/FONOGRAMAS/Eligible
T-308.114.096-3,iswc,T-308.114.096-3,OBRAS/FONOGRAMAS/Eligible
T-308.114.192-2,iswc,T-308.114.192-2,OBRAS/FONOGRAMAS/Eligible
T-308.114.556-0,iswc,T-308.114.556-0,OBRAS/FONOGRAMAS/Eligible
T-308.114.557-1,iswc,T-308.114.557-1,OBRAS/FONOGRAMAS/Eligible
T-308.114.558-2,iswc,T-308.114.558-2,OBRAS/FONOGRAMAS/Eligible
T-308.114.559-3,iswc,T-308.114.559-3,OBRAS/FONOGRAMAS/Eligible
T-308.114.848-9,iswc,T-308.114.848-9,OBRAS/FONOGRAMAS/Eligible
T-308.114.849-0,iswc,T-308.114.849-0,OBRAS/FONOGRAMAS/Eligible
T-308.114.850-3,iswc,T-308.114.850-3,OBRAS/FONOGRAMAS/Eligible
T-308.114.851-4,iswc,T-308.114.851-4,OBRAS/FONOGRAMAS/Eligible
T-308.114.852-5,iswc,T-308.114.852-5,OBRAS/FONOGRAMAS/Eligible
T-308.114.854-7,iswc,T-308.114.854-7,OBRAS/FONOGRAMAS/Eligible
T-308.114.855-8,iswc,T-308.114.855-8,OBRAS/FONOGRAMAS/Eligible
T-308.114.858-1,iswc,T-308.114.858-1,OBRAS/FONOGRAMAS/Eligible
T-308.114.859-2,iswc,T-308.114.859-2,OBRAS/FONOGRAMAS/Eligible
